areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-06-23,888,279620
overview,United Kingdom,K02000001,2020-06-22,894,278732
overview,United Kingdom,K02000001,2020-06-21,637,277838
overview,United Kingdom,K02000001,2020-06-20,686,277201
overview,United Kingdom,K02000001,2020-06-19,996,276515
overview,United Kingdom,K02000001,2020-06-18,1026,275519
overview,United Kingdom,K02000001,2020-06-17,1012,274493
overview,United Kingdom,K02000001,2020-06-16,1104,273481
overview,United Kingdom,K02000001,2020-06-15,1042,272377
overview,United Kingdom,K02000001,2020-06-14,819,271335
overview,United Kingdom,K02000001,2020-06-13,886,270516
overview,United Kingdom,K02000001,2020-06-12,1059,269630
overview,United Kingdom,K02000001,2020-06-11,1009,268571
overview,United Kingdom,K02000001,2020-06-10,1191,267562
overview,United Kingdom,K02000001,2020-06-09,1152,266371
overview,United Kingdom,K02000001,2020-06-08,1096,265219
overview,United Kingdom,K02000001,2020-06-07,722,264123
overview,United Kingdom,K02000001,2020-06-06,805,263401
overview,United Kingdom,K02000001,2020-06-05,1125,262596
overview,United Kingdom,K02000001,2020-06-04,1249,261471
overview,United Kingdom,K02000001,2020-06-03,1357,260222
overview,United Kingdom,K02000001,2020-06-02,1485,258865
overview,United Kingdom,K02000001,2020-06-01,1438,257380
overview,United Kingdom,K02000001,2020-05-31,1081,255942
overview,United Kingdom,K02000001,2020-05-30,1118,254861
overview,United Kingdom,K02000001,2020-05-29,1528,253743
overview,United Kingdom,K02000001,2020-05-28,1754,252215
overview,United Kingdom,K02000001,2020-05-27,1825,250461
overview,United Kingdom,K02000001,2020-05-26,2058,248636
overview,United Kingdom,K02000001,2020-05-25,1615,246578
overview,United Kingdom,K02000001,2020-05-24,1363,244963
overview,United Kingdom,K02000001,2020-05-23,1526,243600
overview,United Kingdom,K02000001,2020-05-22,2053,242074
overview,United Kingdom,K02000001,2020-05-21,2568,240021
overview,United Kingdom,K02000001,2020-05-20,2704,237453
overview,United Kingdom,K02000001,2020-05-19,3047,234749
overview,United Kingdom,K02000001,2020-05-18,2576,231702
overview,United Kingdom,K02000001,2020-05-17,1833,229126
overview,United Kingdom,K02000001,2020-05-16,2076,227293
overview,United Kingdom,K02000001,2020-05-15,2523,225217
overview,United Kingdom,K02000001,2020-05-14,2621,222694
overview,United Kingdom,K02000001,2020-05-13,3308,220073
overview,United Kingdom,K02000001,2020-05-12,3387,216765
overview,United Kingdom,K02000001,2020-05-11,3575,213378
overview,United Kingdom,K02000001,2020-05-10,2322,209803
overview,United Kingdom,K02000001,2020-05-09,2163,207481
overview,United Kingdom,K02000001,2020-05-08,3065,205318
overview,United Kingdom,K02000001,2020-05-07,3772,202253
overview,United Kingdom,K02000001,2020-05-06,3814,198481
overview,United Kingdom,K02000001,2020-05-05,3668,194667
overview,United Kingdom,K02000001,2020-05-04,3387,190999
overview,United Kingdom,K02000001,2020-05-03,2981,187612
overview,United Kingdom,K02000001,2020-05-02,3231,184631
overview,United Kingdom,K02000001,2020-05-01,4731,181400
overview,United Kingdom,K02000001,2020-04-30,4955,176669
overview,United Kingdom,K02000001,2020-04-29,5422,171714
overview,United Kingdom,K02000001,2020-04-28,4712,166292
overview,United Kingdom,K02000001,2020-04-27,4705,161580
overview,United Kingdom,K02000001,2020-04-26,3467,156875
overview,United Kingdom,K02000001,2020-04-25,3742,153408
overview,United Kingdom,K02000001,2020-04-24,4952,149666
overview,United Kingdom,K02000001,2020-04-23,5141,144714
overview,United Kingdom,K02000001,2020-04-22,5480,139573
overview,United Kingdom,K02000001,2020-04-21,4760,134093
overview,United Kingdom,K02000001,2020-04-20,4416,129333
overview,United Kingdom,K02000001,2020-04-19,3852,124917
overview,United Kingdom,K02000001,2020-04-18,4699,121065
overview,United Kingdom,K02000001,2020-04-17,4931,116366
overview,United Kingdom,K02000001,2020-04-16,5272,111435
overview,United Kingdom,K02000001,2020-04-15,5044,106163
overview,United Kingdom,K02000001,2020-04-14,4293,101119
overview,United Kingdom,K02000001,2020-04-13,4165,96826
overview,United Kingdom,K02000001,2020-04-12,3480,92661
overview,United Kingdom,K02000001,2020-04-11,3556,89181
overview,United Kingdom,K02000001,2020-04-10,4311,85625
overview,United Kingdom,K02000001,2020-04-09,4850,81314
overview,United Kingdom,K02000001,2020-04-08,5114,76464
overview,United Kingdom,K02000001,2020-04-07,5428,71350
overview,United Kingdom,K02000001,2020-04-06,5262,65922
overview,United Kingdom,K02000001,2020-04-05,3582,60660
overview,United Kingdom,K02000001,2020-04-04,4004,57078
overview,United Kingdom,K02000001,2020-04-03,4893,53074
overview,United Kingdom,K02000001,2020-04-02,4854,48181
overview,United Kingdom,K02000001,2020-04-01,4933,43327
overview,United Kingdom,K02000001,2020-03-31,4511,38394
overview,United Kingdom,K02000001,2020-03-30,4260,33883
overview,United Kingdom,K02000001,2020-03-29,2852,29623
overview,United Kingdom,K02000001,2020-03-28,2815,26771
overview,United Kingdom,K02000001,2020-03-27,3183,23956
overview,United Kingdom,K02000001,2020-03-26,3079,20773
overview,United Kingdom,K02000001,2020-03-25,2688,17694
overview,United Kingdom,K02000001,2020-03-24,2372,15006
overview,United Kingdom,K02000001,2020-03-23,2323,12634
overview,United Kingdom,K02000001,2020-03-22,1373,10311
overview,United Kingdom,K02000001,2020-03-21,1191,8938
overview,United Kingdom,K02000001,2020-03-20,1258,7747
overview,United Kingdom,K02000001,2020-03-19,1050,6489
overview,United Kingdom,K02000001,2020-03-18,991,5439
overview,United Kingdom,K02000001,2020-03-17,788,4448
overview,United Kingdom,K02000001,2020-03-16,603,3660
overview,United Kingdom,K02000001,2020-03-15,441,3057
overview,United Kingdom,K02000001,2020-03-14,362,2616
overview,United Kingdom,K02000001,2020-03-13,480,2254
overview,United Kingdom,K02000001,2020-03-12,482,1774
overview,United Kingdom,K02000001,2020-03-11,402,1292
overview,United Kingdom,K02000001,2020-03-10,266,890
overview,United Kingdom,K02000001,2020-03-09,147,624
overview,United Kingdom,K02000001,2020-03-08,57,477
overview,United Kingdom,K02000001,2020-03-07,68,420
overview,United Kingdom,K02000001,2020-03-06,81,352
overview,United Kingdom,K02000001,2020-03-05,50,271
overview,United Kingdom,K02000001,2020-03-04,56,221
overview,United Kingdom,K02000001,2020-03-03,57,165
overview,United Kingdom,K02000001,2020-03-02,39,108
overview,United Kingdom,K02000001,2020-03-01,22,69
overview,United Kingdom,K02000001,2020-02-29,5,47
overview,United Kingdom,K02000001,2020-02-28,12,42
overview,United Kingdom,K02000001,2020-02-27,8,30
overview,United Kingdom,K02000001,2020-02-26,4,22
overview,United Kingdom,K02000001,2020-02-25,5,18
overview,United Kingdom,K02000001,2020-02-24,2,13
overview,United Kingdom,K02000001,2020-02-23,1,11
overview,United Kingdom,K02000001,2020-02-22,0,10
overview,United Kingdom,K02000001,2020-02-21,1,10
overview,United Kingdom,K02000001,2020-02-20,0,9
overview,United Kingdom,K02000001,2020-02-19,0,9
overview,United Kingdom,K02000001,2020-02-18,0,9
overview,United Kingdom,K02000001,2020-02-17,0,9
overview,United Kingdom,K02000001,2020-02-16,0,9
overview,United Kingdom,K02000001,2020-02-15,0,9
overview,United Kingdom,K02000001,2020-02-14,0,9
overview,United Kingdom,K02000001,2020-02-13,0,9
overview,United Kingdom,K02000001,2020-02-12,0,9
overview,United Kingdom,K02000001,2020-02-11,1,9
overview,United Kingdom,K02000001,2020-02-10,0,8
overview,United Kingdom,K02000001,2020-02-09,1,8
overview,United Kingdom,K02000001,2020-02-08,4,7
overview,United Kingdom,K02000001,2020-02-07,0,3
overview,United Kingdom,K02000001,2020-02-06,0,3
overview,United Kingdom,K02000001,2020-02-05,1,3
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,0,2
overview,United Kingdom,K02000001,2020-02-01,0,2
overview,United Kingdom,K02000001,2020-01-31,0,2
overview,United Kingdom,K02000001,2020-01-30,2,2
